training/actor/actor_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/epoch_time,time/total_time,step
0.4397659,0.659138,-13.333152,-80.49942,-96.17312,5.339974,-3.5269547,57.34218,-9.64392,-80.32067,-96.13489,0.06433408,0.0016399573802947998,1647.3391072750092,715000
0.40410244,7.733346,-9.362333,-80.17009,-95.63493,235.53998,-384.34662,1245.2742,-3.8920436,-79.9748,-95.608025,0.10278037,0.001680228042602539,1655.740250825882,720000
0.43183118,0.72819895,0.0,-79.98346,-95.5673,4.364689,-6.5446734,63.046646,0.9197446,-79.72129,-95.521126,0.078690626,0.0017123202323913575,1664.3018555641174,725000
0.38915083,1.1315069,-10.62157,-80.171165,-95.54228,5.4105043,-9.017359,77.31249,-10.392219,-79.90349,-95.49391,0.078043565,0.0017511690139770508,1673.0577039718628,730000
0.42753062,1.0392799,-15.359836,-80.088165,-95.60262,4.8632445,-7.565902,81.15109,-14.185358,-79.765854,-95.55568,0.13999388,0.0017246792316436767,1681.6811032295227,735000
0.42687824,0.9960014,-18.953688,-79.376434,-95.475136,8.374744,-3.7044091,88.09039,-22.192526,-79.208084,-95.409966,0.123439744,0.0017146934986114503,1690.2545738220215,740000
0.36715603,1.0870906,0.0,-81.77487,-95.79291,5.7183394,-6.9433017,83.41239,-0.14622414,-81.488625,-95.75358,0.09262145,0.001707248830795288,1698.7908215522766,745000
0.43017134,2.778476,-9.43902,-80.04182,-95.28615,67.603966,-43.768463,350.26294,-9.096612,-79.87223,-95.24656,0.10341155,0.0017223596572875977,1707.4026226997375,750000
0.42064768,0.92636913,0.0,-79.64154,-95.49596,7.3575554,-3.7896438,70.183,0.1398701,-79.44296,-95.45054,0.2454819,0.0017234041213989258,1716.019647359848,755000
0.44168496,0.85300076,-9.932786,-78.96843,-95.57987,6.0027237,-7.387157,73.61097,-8.896595,-78.69861,-95.536125,0.114249215,0.0017248549461364746,1724.6439249515533,760000
0.3750437,0.6161752,0.0,-79.68973,-95.56998,3.9390998,-5.218425,47.945244,-0.02524972,-79.447014,-95.5252,0.11689711,0.0017087801933288575,1733.187829732895,765000
0.41572052,0.81640047,0.0,-79.33194,-95.484,4.951134,-5.917188,70.961,0.83234406,-79.13951,-95.47243,0.09271546,0.0016967657089233398,1741.6716618537903,770000
0.44264066,1.8468742,-1.5642412,-79.848495,-96.90167,21.829897,-10.579192,135.03366,-0.98402876,-79.64549,-96.869125,0.11833472,0.0016986026287078857,1750.1646780967712,775000
0.42540437,1.4200548,0.0,-79.176895,-95.588844,8.336851,-11.553206,110.83194,-0.26186877,-78.87291,-95.5367,0.10698164,0.0017238102436065673,1758.78373336792,780000
0.454809,1.0360795,0.0,-78.55165,-95.74268,14.604557,-9.056788,100.70904,0.9594929,-78.40941,-95.72113,0.06586352,0.001743195104598999,1767.4997119903564,785000
0.4446486,0.98002845,-8.192023,-80.57243,-95.81826,8.42474,-2.3272724,58.45157,-8.61494,-80.32875,-95.75922,0.08572208,0.0017019834518432618,1776.00963306427,790000
0.4169851,1.8802699,-7.3318987,-81.56127,-96.98932,11.629541,-7.551838,103.97932,-8.96076,-81.41951,-96.95367,0.085767075,0.001707658100128174,1784.5479266643524,795000
0.46100104,2.7735713,0.0,-80.182755,-97.258415,29.44087,-31.851164,337.5781,-1.4045444,-80.013565,-97.23144,0.39839932,0.0016782313823699951,1792.9390869140625,800000
0.38802412,1.0308797,-4.718031,-80.88643,-95.638504,9.953708,-4.020665,92.994385,-4.3428917,-80.61995,-95.63864,0.12006093,0.009491181755065917,1840.3949990272522,805000
0.38308495,1.3305857,0.0,-80.73517,-95.62964,9.131515,-7.677227,115.53462,-2.2241583,-80.4866,-95.585724,0.097018234,0.001733246946334839,1849.061237335205,810000
0.47917077,0.93126005,0.0,-77.994644,-95.68016,3.7673748,-2.9083548,71.61464,0.068721265,-77.82148,-95.64118,0.11299935,0.0017129903316497803,1857.6261920928955,815000
0.42834824,0.9210359,-21.39021,-80.568306,-95.603035,5.957693,-13.428748,89.62001,-17.80953,-80.31773,-95.53016,0.06312854,0.0017003676891326905,1866.1280341148376,820000
0.42774788,0.93663347,0.0,-79.79453,-95.563255,6.421636,-4.977176,56.294662,0.73291516,-79.64203,-95.52525,0.06207781,0.001720300054550171,1874.7295379638672,825000
0.46299598,0.6896473,-14.177997,-79.85606,-95.45009,5.73389,-4.0539055,46.437263,-15.092065,-79.62225,-95.40421,0.09575542,0.0017018611431121825,1883.2388470172882,830000
0.43904087,1.3440838,0.0,-78.73651,-95.52999,11.767209,-14.013304,124.15899,0.4286369,-78.49143,-95.51091,0.06426463,0.001714325761795044,1891.810478925705,835000
0.4401434,1.2824413,-1.9274805,-79.26953,-95.46463,8.000559,-5.3905034,83.62845,-0.9612738,-78.98482,-95.41668,0.10105413,0.0017134139537811279,1900.3775517940521,840000
0.45533955,0.92815095,-4.1847944,-81.86433,-95.633,4.9926095,-5.0004153,67.90442,-4.9306054,-81.69481,-95.58853,0.05334229,0.0017314515113830567,1909.034812927246,845000
0.3973359,0.78508186,0.0,-79.939224,-95.5521,4.0462775,-2.3616107,45.534058,-0.7610847,-79.79378,-95.53787,0.06133738,0.0017475027561187743,1917.7723302841187,850000
0.44326437,0.98975354,0.0,-78.69916,-95.44514,6.8098445,-8.738557,69.44905,0.51760614,-78.426315,-95.39727,0.12527993,0.0017500612258911133,1926.5226407051086,855000
0.4177638,0.7683267,-7.621453,-80.90509,-95.69113,3.8558996,-5.314916,66.54525,-7.1217556,-80.72699,-95.64834,0.09932623,0.0017060086727142335,1935.0526876449585,860000
0.44148022,0.9495889,0.0,-79.6512,-95.93641,6.341656,-6.7546554,85.281395,1.1558095,-79.45851,-95.895744,0.11291792,0.0017271179676055907,1943.6882808208466,865000
0.44488457,0.70221066,0.0,-80.43956,-95.64624,7.961703,-7.13212,69.153404,0.35032877,-80.23691,-95.60272,0.059972726,0.0017359391689300537,1952.3679792881012,870000
0.41380724,0.9086439,0.0,-79.77901,-95.71076,4.8984313,-3.679257,59.271957,-0.16174479,-79.588104,-95.65144,0.06418646,0.0017789881706237792,1961.2629232406616,875000
0.40611297,0.60729825,0.0,-80.19228,-95.75223,5.241588,-3.3851213,51.779266,-0.4566784,-79.939896,-95.70946,0.10662787,0.0016628365516662598,1969.5771098136902,880000
0.42686543,1.0672786,0.0,-79.27151,-95.75563,10.682202,-10.209076,98.68353,-0.09285924,-79.044044,-95.71272,0.08994539,0.0016686142444610596,1977.920184135437,885000
0.44467694,0.57601404,0.0,-80.65581,-95.72763,3.2655194,-2.7704635,41.890205,-0.6532873,-80.445755,-95.685715,0.07081103,0.0017250639438629151,1986.5455069541931,890000
0.3889435,0.8258096,-7.243938,-80.16214,-95.73419,4.4670887,-4.6587696,50.56155,-6.012376,-79.95088,-95.69553,0.06828776,0.0017296773433685302,1995.1938970088959,895000
0.44432354,0.5800009,-7.005085,-81.34273,-95.69347,3.5589063,-3.8851788,40.59517,-8.952127,-81.176575,-95.659294,0.04459954,0.001702476930618286,2003.7062847614288,900000
0.41629544,1.0796099,-15.782057,-78.96063,-95.69831,6.210824,-5.66802,63.088333,-15.891621,-78.7518,-95.6551,0.13368309,0.009174810028076172,2049.580339193344,905000
0.39432317,0.94868124,-17.815636,-80.0244,-95.66328,3.7635765,-6.6501923,73.14148,-17.885408,-79.81685,-95.619896,0.0732098,0.0017056196689605712,2058.1084411144257,910000
0.3796247,1.2362196,-8.864259,-80.04183,-95.5383,3.9949398,-4.7883787,63.948013,-6.2945037,-79.82188,-95.48816,0.09611344,0.0017068425178527833,2066.642656803131,915000
0.43445006,1.3710289,-3.1716712,-78.51683,-95.59865,9.074534,-5.3645897,84.95392,-2.1794426,-78.31232,-95.5528,0.10171139,0.0017006657600402832,2075.145989179611,920000
0.43287915,0.83478796,0.0,-79.87714,-95.46831,5.363839,-4.3493786,63.081734,0.49357986,-79.5423,-95.41753,0.12022935,0.001727306079864502,2083.782522916794,925000
0.42101878,0.9657831,0.0,-79.58299,-95.58938,5.867184,-4.889807,53.170403,1.501935,-79.406815,-95.54486,0.06428081,0.0017421431064605713,2092.493241548538,930000
0.39944154,0.61201715,-0.0030182004,-81.557724,-96.16492,2.36393,-3.2886786,43.151283,1.3323482,-81.37982,-96.13324,0.051764093,0.0017367397785186768,2101.1769440174103,935000
0.3982287,1.0585332,-17.61908,-80.35567,-96.22678,5.8492694,-4.307451,67.118324,-17.010492,-80.15802,-96.19331,0.077108905,0.0017393920421600341,2109.8739075660706,940000
0.44755083,0.72830784,0.0,-81.546585,-95.59032,13.5683975,-5.2440057,76.80574,2.1585238,-81.30094,-95.55353,0.104517356,0.0017112333297729491,2118.4300770759583,945000
0.4473752,3.0553975,-1.6967168,-78.30013,-95.82006,32.46577,-60.98212,245.59897,-1.1822577,-77.975784,-95.77567,0.22527997,0.0017359358310699462,2127.1097593307495,950000
0.46179873,0.7831484,-14.659098,-80.201996,-96.17251,4.0494018,-4.980062,63.955353,-13.872354,-79.94255,-96.14274,0.106754735,0.0017347383499145509,2135.783454179764,955000
0.38548416,1.0294207,-0.51333976,-80.77928,-95.69535,6.930444,-4.6085267,74.86019,0.043244466,-80.55471,-95.65228,0.059606723,0.0017927112579345704,2144.747014284134,960000
0.42480376,1.2294154,-9.330487,-80.203186,-95.65629,9.094101,-6.525699,71.46694,-11.231442,-80.020874,-95.6137,0.104039095,0.0018042326927185058,2153.7681810855865,965000
0.3907333,1.0707794,-14.84806,-78.56989,-95.68873,4.746486,-5.3521943,67.66762,-13.379006,-78.44436,-95.645706,0.07691385,0.00173693528175354,2162.452861070633,970000
0.41277874,0.7623172,-13.601559,-81.02505,-95.784134,4.5618267,-4.7431116,64.02211,-13.821968,-80.83043,-95.74208,0.091267444,0.0017833765506744385,2171.3697469234467,975000
0.47818974,1.000309,-12.078221,-80.74136,-95.67262,5.7591815,-5.395406,66.78847,-11.811468,-80.621765,-95.62925,0.0664929,0.0017346186637878418,2180.042844057083,980000
0.41299808,0.9405559,0.0,-80.16283,-97.14393,15.992116,-11.245113,105.806305,0.38319206,-79.97631,-97.0988,0.09417628,0.001752461576461792,2188.8051557540894,985000
0.43275008,1.466787,-8.897724,-80.76622,-95.58859,7.9612126,-10.307323,85.75866,-10.898251,-80.51567,-95.53085,0.10384576,0.0017338380336761475,2197.4743490219116,990000
0.45448142,1.6057365,0.0,-79.89543,-95.44035,16.182724,-16.16901,119.95303,2.6031163,-79.65251,-95.39494,0.09615815,0.001716772174835205,2206.058213710785,995000
0.44310814,1.1794348,0.0,-79.31679,-95.3656,27.52239,-17.745657,222.48386,2.399355,-79.13542,-95.32408,0.20929933,0.0017285338878631593,2214.7008862495422,1000000
